variant,draw,alpha,modality,n,n_mal,coverage,set_size,miss,release,referral
averaged,10,0.15,derm,204,76,0.8676470588235294,3.3088235294117645,0.0,0.0859375,0.946078431372549
averaged,10,0.15,clin,14,8,0.6428571428571429,2.9285714285714284,0.0,0.0,1.0
averaged,10,0.15,both,80,62,0.825,3.5875,0.016129032258064516,0.0,0.9875
averaged,10,0.15,all,298,146,0.8456375838926175,3.365771812080537,0.00684931506849315,0.07236842105263158,0.959731543624161
derm_only_for_mixed,10,0.15,derm,204,76,0.8627450980392157,3.200980392156863,0.0,0.0859375,0.946078431372549
derm_only_for_mixed,10,0.15,clin,14,8,0.6428571428571429,2.9285714285714284,0.0,0.0,1.0
derm_only_for_mixed,10,0.15,both,80,62,0.8375,3.7,0.0,0.0,1.0
derm_only_for_mixed,10,0.15,all,298,146,0.8456375838926175,3.3221476510067114,0.0,0.07236842105263158,0.9630872483221476
averaged,11,0.05,derm,216,86,0.9953703703703703,5.856481481481482,0.0,0.0,1.0
averaged,11,0.05,clin,12,11,0.75,5.75,0.0,0.0,1.0
averaged,11,0.05,both,92,61,0.9130434782608695,6.108695652173913,0.0,0.0,1.0
averaged,11,0.05,all,320,158,0.9625,5.925,0.0,0.0,1.0
derm_only_for_mixed,11,0.05,derm,216,86,0.9907407407407407,4.986111111111111,0.0,0.023076923076923078,0.9861111111111112
derm_only_for_mixed,11,0.05,clin,12,11,0.75,4.75,0.0,0.0,1.0
derm_only_for_mixed,11,0.05,both,92,61,0.9782608695652174,5.554347826086956,0.0,0.0,1.0
derm_only_for_mixed,11,0.05,all,320,158,0.978125,5.140625,0.0,0.018518518518518517,0.990625
averaged,11,0.1,derm,216,86,0.9490740740740741,4.263888888888889,0.0,0.09230769230769231,0.9444444444444444
averaged,11,0.1,clin,12,11,0.75,4.083333333333333,0.0,0.0,1.0
averaged,11,0.1,both,92,61,0.8586956521739131,4.456521739130435,0.0,0.0,1.0
averaged,11,0.1,all,320,158,0.915625,4.3125,0.0,0.07407407407407407,0.9625
derm_only_for_mixed,11,0.1,derm,216,86,0.9305555555555556,3.939814814814815,0.0,0.13846153846153847,0.9166666666666666
derm_only_for_mixed,11,0.1,clin,12,11,0.75,3.75,0.0,0.0,1.0
derm_only_for_mixed,11,0.1,both,92,61,0.8913043478260869,4.380434782608695,0.0,0.03225806451612903,0.9891304347826086
derm_only_for_mixed,11,0.1,all,320,158,0.9125,4.059375,0.0,0.11728395061728394,0.940625
averaged,11,0.15,derm,216,86,0.9166666666666666,3.4814814814814814,0.0,0.17692307692307693,0.8935185185185185
averaged,11,0.15,clin,12,11,0.75,3.3333333333333335,0.09090909090909091,0.0,0.9166666666666666
averaged,11,0.15,both,92,61,0.8260869565217391,3.760869565217391,0.01639344262295082,0.0,0.9891304347826086
averaged,11,0.15,all,320,158,0.884375,3.55625,0.012658227848101266,0.1419753086419753,0.921875
derm_only_for_mixed,11,0.15,derm,216,86,0.8981481481481481,3.111111111111111,0.011627906976744186,0.23846153846153847,0.8518518518518519
derm_only_for_mixed,11,0.15,clin,12,11,0.75,3.0833333333333335,0.0,0.0,1.0
derm_only_for_mixed,11,0.15,both,92,61,0.7934782608695652,3.358695652173913,0.0,0.03225806451612903,0.9891304347826086
derm_only_for_mixed,11,0.15,all,320,158,0.8625,3.18125,0.006329113924050633,0.19753086419753085,0.896875
averaged,12,0.05,derm,252,78,0.9880952380952381,5.591269841269841,0.0,0.0,1.0
averaged,12,0.05,clin,15,12,0.8666666666666667,5.8,0.0,0.0,1.0
averaged,12,0.05,both,83,42,0.9879518072289156,6.036144578313253,0.0,0.0,1.0
averaged,12,0.05,all,350,132,0.9828571428571429,5.7057142857142855,0.0,0.0,1.0
derm_only_for_mixed,12,0.05,derm,252,78,0.9722222222222222,4.841269841269841,0.0,0.005747126436781609,0.996031746031746
derm_only_for_mixed,12,0.05,clin,15,12,0.8666666666666667,4.8,0.0,0.0,1.0
derm_only_for_mixed,12,0.05,both,83,42,1.0,5.831325301204819,0.0,0.0,1.0
derm_only_for_mixed,12,0.05,all,350,132,0.9742857142857143,5.074285714285714,0.0,0.0045871559633027525,0.9971428571428571
averaged,12,0.1,derm,252,78,0.9603174603174603,4.488095238095238,0.01282051282051282,0.011494252873563218,0.9880952380952381
averaged,12,0.1,clin,15,12,0.8666666666666667,4.466666666666667,0.0,0.0,1.0
averaged,12,0.1,both,83,42,0.927710843373494,4.662650602409639,0.0,0.0,1.0
averaged,12,0.1,all,350,132,0.9485714285714286,4.5285714285714285,0.007575757575757576,0.009174311926605505,0.9914285714285714
derm_only_for_mixed,12,0.1,derm,252,78,0.9484126984126984,3.880952380952381,0.02564102564102564,0.07471264367816093,0.9404761904761905
derm_only_for_mixed,12,0.1,clin,15,12,0.8,3.8666666666666667,0.0,0.0,1.0
derm_only_for_mixed,12,0.1,both,83,42,0.9759036144578314,4.698795180722891,0.0,0.0,1.0
derm_only_for_mixed,12,0.1,all,350,132,0.9485714285714286,4.074285714285714,0.015151515151515152,0.05963302752293578,0.9571428571428572
averaged,12,0.15,derm,252,78,0.9365079365079365,3.3174603174603177,0.02564102564102564,0.20114942528735633,0.8531746031746031
averaged,12,0.15,clin,15,12,0.7333333333333333,3.4,0.0,0.0,1.0
averaged,12,0.15,both,83,42,0.9156626506024096,3.710843373493976,0.0,0.0,1.0
averaged,12,0.15,all,350,132,0.9228571428571428,3.414285714285714,0.015151515151515152,0.16055045871559634,0.8942857142857142
derm_only_for_mixed,12,0.15,derm,252,78,0.9246031746031746,3.0,0.02564102564102564,0.2988505747126437,0.7857142857142857
derm_only_for_mixed,12,0.15,clin,15,12,0.7333333333333333,3.2666666666666666,0.0,0.0,1.0
derm_only_for_mixed,12,0.15,both,83,42,0.8795180722891566,3.674698795180723,0.023809523809523808,0.024390243902439025,0.9759036144578314
derm_only_for_mixed,12,0.15,all,350,132,0.9057142857142857,3.1714285714285713,0.022727272727272728,0.24311926605504589,0.84
averaged,13,0.05,derm,160,84,1.0,6.4875,0.0,0.0,1.0
averaged,13,0.05,clin,20,15,0.9,6.55,0.0,0.0,1.0
averaged,13,0.05,both,67,46,0.9402985074626866,6.253731343283582,0.0,0.0,1.0
averaged,13,0.05,all,247,145,0.9757085020242915,6.42914979757085,0.0,0.0,1.0
derm_only_for_mixed,13,0.05,derm,160,84,0.96875,5.125,0.0,0.013157894736842105,0.99375
derm_only_for_mixed,13,0.05,clin,20,15,0.85,4.85,0.0,0.0,1.0
derm_only_for_mixed,13,0.05,both,67,46,0.9402985074626866,5.358208955223881,0.0,0.0,1.0
derm_only_for_mixed,13,0.05,all,247,145,0.951417004048583,5.165991902834008,0.0,0.00980392156862745,0.9959514170040485
averaged,13,0.1,derm,160,84,0.9375,4.48125,0.0,0.02631578947368421,0.9875
averaged,13,0.1,clin,20,15,0.85,4.1,0.0,0.0,1.0
averaged,13,0.1,both,67,46,0.835820895522388,4.268656716417911,0.0,0.0,1.0
averaged,13,0.1,all,247,145,0.902834008097166,4.392712550607287,0.0,0.0196078431372549,0.9919028340080972
derm_only_for_mixed,13,0.1,derm,160,84,0.94375,4.46875,0.0,0.07894736842105263,0.9625
derm_only_for_mixed,13,0.1,clin,20,15,0.85,3.85,0.0,0.0,1.0
derm_only_for_mixed,13,0.1,both,67,46,0.9104477611940298,4.567164179104478,0.0,0.0,1.0
derm_only_for_mixed,13,0.1,all,247,145,0.9271255060728745,4.445344129554656,0.0,0.058823529411764705,0.9757085020242915
averaged,13,0.15,derm,160,84,0.9,3.89375,0.011904761904761904,0.10526315789473684,0.94375
averaged,13,0.15,clin,20,15,0.7,3.0,0.06666666666666667,0.0,0.95
averaged,13,0.15,both,67,46,0.7910447761194029,3.5522388059701493,0.021739130434782608,0.0,0.9850746268656716
averaged,13,0.15,all,247,145,0.854251012145749,3.7287449392712553,0.020689655172413793,0.0784313725490196,0.9554655870445344
derm_only_for_mixed,13,0.15,derm,160,84,0.8875,3.525,0.011904761904761904,0.17105263157894737,0.9125
derm_only_for_mixed,13,0.15,clin,20,15,0.7,2.7,0.0,0.0,1.0
derm_only_for_mixed,13,0.15,both,67,46,0.835820895522388,3.4776119402985075,0.0,0.0,1.0
derm_only_for_mixed,13,0.15,all,247,145,0.8582995951417004,3.445344129554656,0.006896551724137931,0.12745098039215685,0.9433198380566802
averaged,14,0.05,derm,246,93,0.991869918699187,5.08130081300813,0.0,0.0,1.0
averaged,14,0.05,clin,11,8,0.8181818181818182,4.545454545454546,0.0,0.0,1.0
averaged,14,0.05,both,97,57,0.8762886597938144,5.412371134020619,0.0,0.0,1.0
averaged,14,0.05,all,354,158,0.9548022598870056,5.155367231638418,0.0,0.0,1.0
derm_only_for_mixed,14,0.05,derm,246,93,0.9796747967479674,4.463414634146342,0.0,0.0392156862745098,0.975609756097561
derm_only_for_mixed,14,0.05,clin,11,8,0.8181818181818182,3.909090909090909,0.0,0.0,1.0
derm_only_for_mixed,14,0.05,both,97,57,0.9690721649484536,5.360824742268041,0.0,0.0,1.0
derm_only_for_mixed,14,0.05,all,354,158,0.9717514124293786,4.692090395480226,0.0,0.030612244897959183,0.9830508474576272
averaged,14,0.1,derm,246,93,0.9349593495934959,3.8089430894308944,0.021505376344086023,0.09803921568627451,0.9308943089430894
averaged,14,0.1,clin,11,8,0.7272727272727273,3.3636363636363638,0.0,0.0,1.0
averaged,14,0.1,both,97,57,0.845360824742268,4.247422680412371,0.0,0.0,1.0
averaged,14,0.1,all,354,158,0.903954802259887,3.9152542372881354,0.012658227848101266,0.07653061224489796,0.9519774011299436
derm_only_for_mixed,14,0.1,derm,246,93,0.926829268292683,3.430894308943089,0.03225806451612903,0.22875816993464052,0.8455284552845529
derm_only_for_mixed,14,0.1,clin,11,8,0.6363636363636364,2.909090909090909,0.0,0.3333333333333333,0.9090909090909091
derm_only_for_mixed,14,0.1,both,97,57,0.9278350515463918,4.247422680412371,0.0,0.05,0.979381443298969
derm_only_for_mixed,14,0.1,all,354,158,0.9180790960451978,3.638418079096045,0.0189873417721519,0.19387755102040816,0.884180790960452
averaged,14,0.15,derm,246,93,0.9186991869918699,2.951219512195122,0.043010752688172046,0.3202614379084967,0.7845528455284553
averaged,14,0.15,clin,11,8,0.5454545454545454,2.3636363636363638,0.0,0.0,1.0
averaged,14,0.15,both,97,57,0.8041237113402062,3.5051546391752577,0.017543859649122806,0.05,0.9690721649484536
averaged,14,0.15,all,354,158,0.8757062146892656,3.0847457627118646,0.03164556962025317,0.2602040816326531,0.8418079096045198
derm_only_for_mixed,14,0.15,derm,246,93,0.9105691056910569,2.6707317073170733,0.043010752688172046,0.3660130718954248,0.7560975609756098
derm_only_for_mixed,14,0.15,clin,11,8,0.5454545454545454,2.1818181818181817,0.0,0.0,1.0
derm_only_for_mixed,14,0.15,both,97,57,0.8247422680412371,3.4536082474226806,0.0,0.05,0.979381443298969
derm_only_for_mixed,14,0.15,all,354,158,0.8757062146892656,2.8700564971751414,0.02531645569620253,0.29591836734693877,0.8248587570621468
averaged,15,0.05,derm,183,87,0.994535519125683,6.229508196721311,0.0,0.0,1.0
averaged,15,0.05,clin,18,17,0.9444444444444444,5.777777777777778,0.0,0.0,1.0
averaged,15,0.05,both,86,59,0.9418604651162791,6.244186046511628,0.0,0.0,1.0
averaged,15,0.05,all,287,163,0.975609756097561,6.205574912891986,0.0,0.0,1.0
derm_only_for_mixed,15,0.05,derm,183,87,0.9836065573770492,5.256830601092896,0.0,0.010416666666666666,0.994535519125683
derm_only_for_mixed,15,0.05,clin,18,17,0.9444444444444444,4.722222222222222,0.0,0.0,1.0
derm_only_for_mixed,15,0.05,both,86,59,1.0,5.906976744186046,0.0,0.0,1.0
derm_only_for_mixed,15,0.05,all,287,163,0.9860627177700348,5.418118466898955,0.0,0.008064516129032258,0.9965156794425087
averaged,15,0.1,derm,183,87,0.9562841530054644,4.191256830601093,0.022988505747126436,0.020833333333333332,0.9781420765027322
averaged,15,0.1,clin,18,17,0.8888888888888888,4.166666666666667,0.058823529411764705,0.0,0.9444444444444444
averaged,15,0.1,both,86,59,0.9186046511627907,4.4186046511627906,0.0,0.0,1.0
averaged,15,0.1,all,287,163,0.9407665505226481,4.2578397212543555,0.018404907975460124,0.016129032258064516,0.9825783972125436
derm_only_for_mixed,15,0.1,derm,183,87,0.9398907103825137,3.92896174863388,0.022988505747126436,0.08333333333333333,0.9453551912568307
derm_only_for_mixed,15,0.1,clin,18,17,0.8888888888888888,3.8333333333333335,0.058823529411764705,0.0,0.9444444444444444
derm_only_for_mixed,15,0.1,both,86,59,0.9883720930232558,4.72093023255814,0.0,0.0,1.0
derm_only_for_mixed,15,0.1,all,287,163,0.9512195121951219,4.160278745644599,0.018404907975460124,0.06451612903225806,0.9616724738675958
averaged,15,0.15,derm,183,87,0.8852459016393442,3.251366120218579,0.022988505747126436,0.125,0.9234972677595629
averaged,15,0.15,clin,18,17,0.7222222222222222,3.0,0.058823529411764705,0.0,0.9444444444444444
averaged,15,0.15,both,86,59,0.8837209302325582,3.6744186046511627,0.03389830508474576,0.0,0.9767441860465116
averaged,15,0.15,all,287,163,0.8745644599303136,3.362369337979094,0.03067484662576687,0.0967741935483871,0.9407665505226481
derm_only_for_mixed,15,0.15,derm,183,87,0.8743169398907104,3.0546448087431695,0.034482758620689655,0.22916666666666666,0.8633879781420765
derm_only_for_mixed,15,0.15,clin,18,17,0.7777777777777778,2.888888888888889,0.058823529411764705,0.0,0.9444444444444444
derm_only_for_mixed,15,0.15,both,86,59,0.9302325581395349,3.9186046511627906,0.0,0.0,1.0
derm_only_for_mixed,15,0.15,all,287,163,0.8850174216027874,3.303135888501742,0.024539877300613498,0.1774193548387097,0.9094076655052264
averaged,16,0.05,derm,279,89,0.967741935483871,5.401433691756273,0.0,0.0,1.0
averaged,16,0.05,clin,8,8,0.75,5.5,0.0,,1.0
averaged,16,0.05,both,88,62,0.8409090909090909,5.568181818181818,0.0,0.0,1.0
averaged,16,0.05,all,375,159,0.9333333333333333,5.442666666666667,0.0,0.0,1.0
derm_only_for_mixed,16,0.05,derm,279,89,0.96415770609319,4.645161290322581,0.0,0.005263157894736842,0.996415770609319
derm_only_for_mixed,16,0.05,clin,8,8,0.75,4.375,0.0,,1.0
derm_only_for_mixed,16,0.05,both,88,62,0.9431818181818182,5.7272727272727275,0.0,0.0,1.0
derm_only_for_mixed,16,0.05,all,375,159,0.9546666666666667,4.8933333333333335,0.0,0.004629629629629629,0.9973333333333333
averaged,16,0.1,derm,279,89,0.942652329749104,3.6774193548387095,0.011235955056179775,0.08947368421052632,0.9354838709677419
averaged,16,0.1,clin,8,8,0.75,3.625,0.0,,1.0
averaged,16,0.1,both,88,62,0.8068181818181818,3.875,0.0,0.0,1.0
averaged,16,0.1,all,375,159,0.9066666666666666,3.7226666666666666,0.006289308176100629,0.0787037037037037,0.952
derm_only_for_mixed,16,0.1,derm,279,89,0.942652329749104,3.6164874551971327,0.011235955056179775,0.10526315789473684,0.9247311827956989
derm_only_for_mixed,16,0.1,clin,8,8,0.75,3.5,0.0,,1.0
derm_only_for_mixed,16,0.1,both,88,62,0.8863636363636364,4.579545454545454,0.0,0.0,1.0
derm_only_for_mixed,16,0.1,all,375,159,0.9253333333333333,3.84,0.006289308176100629,0.09259259259259259,0.944
averaged,16,0.15,derm,279,89,0.9068100358422939,3.118279569892473,0.02247191011235955,0.18421052631578946,0.8673835125448028
averaged,16,0.15,clin,8,8,0.75,2.875,0.0,,1.0
averaged,16,0.15,both,88,62,0.7613636363636364,3.4318181818181817,0.03225806451612903,0.0,0.9772727272727273
averaged,16,0.15,all,375,159,0.8693333333333333,3.1866666666666665,0.025157232704402517,0.16203703703703703,0.896
derm_only_for_mixed,16,0.15,derm,279,89,0.9068100358422939,2.860215053763441,0.011235955056179775,0.2789473684210526,0.8064516129032258
derm_only_for_mixed,16,0.15,clin,8,8,0.75,2.75,0.0,,1.0
derm_only_for_mixed,16,0.15,both,88,62,0.8409090909090909,3.7954545454545454,0.0,0.0,1.0
derm_only_for_mixed,16,0.15,all,375,159,0.888,3.0773333333333333,0.006289308176100629,0.24537037037037038,0.856
averaged,17,0.05,derm,350,78,0.9971428571428571,5.897142857142857,0.0,0.0,1.0
averaged,17,0.05,clin,15,8,1.0,5.533333333333333,0.0,0.0,1.0
averaged,17,0.05,both,78,55,0.9487179487179487,6.461538461538462,0.0,0.0,1.0
averaged,17,0.05,all,443,141,0.9887133182844243,5.984198645598194,0.0,0.0,1.0
derm_only_for_mixed,17,0.05,derm,350,78,0.9971428571428571,4.965714285714285,0.0,0.003676470588235294,0.9971428571428571
derm_only_for_mixed,17,0.05,clin,15,8,0.9333333333333333,4.466666666666667,0.0,0.0,1.0
derm_only_for_mixed,17,0.05,both,78,55,1.0,6.205128205128205,0.0,0.0,1.0
derm_only_for_mixed,17,0.05,all,443,141,0.9954853273137697,5.167042889390519,0.0,0.0033112582781456954,0.9977426636568849
averaged,17,0.1,derm,350,78,0.9885714285714285,4.491428571428571,0.0,0.003676470588235294,0.9971428571428571
averaged,17,0.1,clin,15,8,0.9333333333333333,4.133333333333334,0.0,0.0,1.0
averaged,17,0.1,both,78,55,0.9230769230769231,5.141025641025641,0.0,0.0,1.0
averaged,17,0.1,all,443,141,0.9751693002257337,4.5936794582392775,0.0,0.0033112582781456954,0.9977426636568849
derm_only_for_mixed,17,0.1,derm,350,78,0.9942857142857143,3.857142857142857,0.0,0.07352941176470588,0.9428571428571428
derm_only_for_mixed,17,0.1,clin,15,8,0.8666666666666667,3.933333333333333,0.0,0.0,1.0
derm_only_for_mixed,17,0.1,both,78,55,0.9743589743589743,5.1923076923076925,0.0,0.0,1.0
derm_only_for_mixed,17,0.1,all,443,141,0.9864559819413092,4.094808126410835,0.0,0.06622516556291391,0.9548532731376975
averaged,17,0.15,derm,350,78,0.9771428571428571,3.505714285714286,0.0,0.08455882352941177,0.9342857142857143
averaged,17,0.15,clin,15,8,0.8666666666666667,3.6,0.0,0.0,1.0
averaged,17,0.15,both,78,55,0.9102564102564102,4.17948717948718,0.0,0.0,1.0
averaged,17,0.15,all,443,141,0.9616252821670429,3.6275395033860045,0.0,0.076158940397351,0.9480812641083521
derm_only_for_mixed,17,0.15,derm,350,78,0.9657142857142857,2.94,0.0,0.27205882352941174,0.7885714285714286
derm_only_for_mixed,17,0.15,clin,15,8,0.8666666666666667,3.2666666666666666,0.0,0.0,1.0
derm_only_for_mixed,17,0.15,both,78,55,0.9230769230769231,4.3076923076923075,0.0,0.0,1.0
derm_only_for_mixed,17,0.15,all,443,141,0.9548532731376975,3.1918735891647856,0.0,0.24503311258278146,0.8329571106094809
averaged,18,0.05,derm,243,97,0.9917695473251029,5.777777777777778,0.0,0.0,1.0
averaged,18,0.05,clin,21,11,0.9523809523809523,5.333333333333333,0.0,0.0,1.0
averaged,18,0.05,both,83,50,0.9397590361445783,5.903614457831325,0.0,0.0,1.0
averaged,18,0.05,all,347,158,0.9769452449567724,5.780979827089337,0.0,0.0,1.0
derm_only_for_mixed,18,0.05,derm,243,97,0.9835390946502057,4.691358024691358,0.0,0.02054794520547945,0.9876543209876543
derm_only_for_mixed,18,0.05,clin,21,11,0.9523809523809523,3.9523809523809526,0.0,0.0,1.0
derm_only_for_mixed,18,0.05,both,83,50,0.9759036144578314,5.481927710843373,0.0,0.0,1.0
derm_only_for_mixed,18,0.05,all,347,158,0.9798270893371758,4.835734870317003,0.0,0.015873015873015872,0.9913544668587896
averaged,18,0.1,derm,243,97,0.9670781893004116,4.004115226337449,0.0,0.08904109589041095,0.9465020576131687
averaged,18,0.1,clin,21,11,0.9047619047619048,3.3333333333333335,0.09090909090909091,0.0,0.9523809523809523
averaged,18,0.1,both,83,50,0.9036144578313253,4.168674698795181,0.0,0.0,1.0
averaged,18,0.1,all,347,158,0.9481268011527377,4.002881844380403,0.006329113924050633,0.06878306878306878,0.9596541786743515
derm_only_for_mixed,18,0.1,derm,243,97,0.9218106995884774,3.156378600823045,0.0,0.2671232876712329,0.8395061728395061
derm_only_for_mixed,18,0.1,clin,21,11,0.7619047619047619,2.9523809523809526,0.09090909090909091,0.1,0.9047619047619048
derm_only_for_mixed,18,0.1,both,83,50,0.9156626506024096,4.096385542168675,0.0,0.030303030303030304,0.9879518072289156
derm_only_for_mixed,18,0.1,all,347,158,0.9106628242074928,3.3688760806916425,0.006329113924050633,0.21693121693121692,0.8789625360230547
averaged,18,0.15,derm,243,97,0.9094650205761317,2.9753086419753085,0.010309278350515464,0.2808219178082192,0.8271604938271605
averaged,18,0.15,clin,21,11,0.7619047619047619,2.6666666666666665,0.09090909090909091,0.1,0.9047619047619048
averaged,18,0.15,both,83,50,0.891566265060241,3.4698795180722892,0.0,0.030303030303030304,0.9879518072289156
averaged,18,0.15,all,347,158,0.8962536023054755,3.07492795389049,0.012658227848101266,0.2275132275132275,0.8703170028818443
derm_only_for_mixed,18,0.15,derm,243,97,0.8888888888888888,2.588477366255144,0.010309278350515464,0.3287671232876712,0.7983539094650206
derm_only_for_mixed,18,0.15,clin,21,11,0.7619047619047619,2.380952380952381,0.09090909090909091,0.0,0.9523809523809523
derm_only_for_mixed,18,0.15,both,83,50,0.8072289156626506,3.289156626506024,0.0,0.12121212121212122,0.9518072289156626
derm_only_for_mixed,18,0.15,all,347,158,0.861671469740634,2.7435158501440924,0.012658227848101266,0.2751322751322751,0.8443804034582133
averaged,19,0.05,derm,182,78,0.9835164835164835,5.912087912087912,0.0,0.0,1.0
averaged,19,0.05,clin,13,10,0.8461538461538461,5.769230769230769,0.0,0.0,1.0
averaged,19,0.05,both,79,50,0.9367088607594937,6.253164556962025,0.0,0.0,1.0
averaged,19,0.05,all,274,138,0.9635036496350365,6.0036496350364965,0.0,0.0,1.0
derm_only_for_mixed,19,0.05,derm,182,78,0.967032967032967,4.851648351648351,0.0,0.009615384615384616,0.9945054945054945
derm_only_for_mixed,19,0.05,clin,13,10,0.8461538461538461,4.384615384615385,0.0,0.0,1.0
derm_only_for_mixed,19,0.05,both,79,50,1.0,5.6835443037974684,0.0,0.0,1.0
derm_only_for_mixed,19,0.05,all,274,138,0.9708029197080292,5.069343065693431,0.0,0.007352941176470588,0.9963503649635036
averaged,19,0.1,derm,182,78,0.945054945054945,4.153846153846154,0.01282051282051282,0.057692307692307696,0.9615384615384616
averaged,19,0.1,clin,13,10,0.8461538461538461,3.8461538461538463,0.0,0.0,1.0
averaged,19,0.1,both,79,50,0.8987341772151899,4.329113924050633,0.0,0.0,1.0
averaged,19,0.1,all,274,138,0.927007299270073,4.189781021897811,0.007246376811594203,0.04411764705882353,0.9744525547445255
derm_only_for_mixed,19,0.1,derm,182,78,0.9395604395604396,3.967032967032967,0.01282051282051282,0.07692307692307693,0.9505494505494505
