cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
pad,6,0.1,M4,9,False,0.9,0.875,0.0,1.0,1.0,5.0,10
pad,6,0.1,M5,4,True,1.0,1.0,0.0,1.0,1.0,6.0,1
pad,6,0.15,B,22,False,0.7894736842105263,0.7647058823529411,,1.0,1.0,4.0,19
pad,6,0.15,M1,24,False,0.9615384615384616,0.984375,0.0,1.0,1.0,4.461538461538462,26
pad,6,0.15,M2,157,False,0.8363636363636363,0.8720238095238095,0.0,1.0,1.0,4.175757575757576,165
pad,6,0.15,M3,73,False,0.84,0.8617021276595744,0.0,1.0,1.0,4.413333333333333,75
pad,6,0.15,M4,9,False,0.9,0.875,0.0,1.0,1.0,4.6,10
pad,6,0.15,M5,4,True,1.0,1.0,0.0,1.0,1.0,6.0,1
hiba,7,0.05,B,154,False,0.9717741935483871,0.9265873015873017,,1.0,1.0,5.955645161290323,248
hiba,7,0.05,M1,23,False,0.9473684210526315,0.9090909090909091,0.0,1.0,1.0,5.947368421052632,19
hiba,7,0.05,M2,231,False,0.9821428571428571,0.9821428571428571,0.0,1.0,1.0,6.375,112
hiba,7,0.05,M3,29,False,1.0,1.0,0.0,1.0,1.0,7.0,5
hiba,7,0.1,B,154,False,0.9395161290322581,0.865674603174603,,1.0,1.0,4.338709677419355,248
hiba,7,0.1,M1,23,False,0.8947368421052632,0.890909090909091,0.0,1.0,1.0,4.052631578947368,19
hiba,7,0.1,M2,231,False,0.9285714285714286,0.9285714285714286,0.0,1.0,1.0,4.866071428571429,112
hiba,7,0.1,M3,29,False,1.0,1.0,0.0,1.0,1.0,5.6,5
hiba,7,0.15,B,154,False,0.9314516129032258,0.8592261904761904,,0.9879032258064516,0.9756944444444444,3.685483870967742,248
hiba,7,0.15,M1,23,False,0.8947368421052632,0.890909090909091,0.0,1.0,1.0,3.736842105263158,19
hiba,7,0.15,M2,231,False,0.8214285714285714,0.8174603174603173,0.008928571428571428,0.9910714285714286,0.9940476190476191,4.330357142857143,112
hiba,7,0.15,M3,29,False,1.0,1.0,0.0,1.0,1.0,5.2,5
pad,7,0.05,B,25,False,0.9411764705882353,0.9285714285714286,,1.0,1.0,5.705882352941177,17
pad,7,0.05,M1,24,False,0.8928571428571429,0.8854166666666666,0.0,1.0,1.0,5.178571428571429,28
pad,7,0.05,M2,173,False,0.9393939393939394,0.9505208333333334,0.0,1.0,1.0,5.5,132
pad,7,0.05,M3,66,False,1.0,1.0,0.0,1.0,1.0,5.935064935064935,77
pad,7,0.05,M4,9,True,1.0,1.0,0.0,1.0,1.0,6.2,10
pad,7,0.05,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,2
pad,7,0.1,B,25,False,0.9411764705882353,0.9285714285714286,,1.0,1.0,4.882352941176471,17
pad,7,0.1,M1,24,False,0.8928571428571429,0.8854166666666666,0.0,1.0,1.0,4.821428571428571,28
pad,7,0.1,M2,173,False,0.9090909090909091,0.9140625,0.0,1.0,1.0,5.143939393939394,132
pad,7,0.1,M3,66,False,0.8831168831168831,0.9166666666666666,0.0,1.0,1.0,5.207792207792208,77
pad,7,0.1,M4,9,False,0.9,0.875,0.0,1.0,1.0,5.2,10
pad,7,0.1,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,2
pad,7,0.15,B,25,False,0.9411764705882353,0.9285714285714286,,1.0,1.0,4.352941176470588,17
pad,7,0.15,M1,24,False,0.8928571428571429,0.8854166666666666,0.0,1.0,1.0,4.5,28
pad,7,0.15,M2,173,False,0.8787878787878788,0.8932291666666666,0.0,1.0,1.0,4.537878787878788,132
pad,7,0.15,M3,66,False,0.8701298701298701,0.9074074074074074,0.0,1.0,1.0,4.701298701298701,77
pad,7,0.15,M4,9,False,0.9,0.875,0.0,1.0,1.0,4.9,10
pad,7,0.15,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,2
hiba,8,0.05,B,169,False,0.976303317535545,0.9396135265700485,,1.0,1.0,5.559241706161138,211
hiba,8,0.05,M1,23,False,1.0,1.0,0.0,1.0,1.0,6.2105263157894735,19
