cohort,draw,cls,n,f1,auc
pad,65,SCC,30,0.13333333333333333,0.6229419703103913
hiba,66,MEL,52,0.6021505376344086,0.8456896551724138
hiba,66,NV,155,0.8269230769230769,0.8940486458513024
hiba,66,BCC,59,0.5471698113207547,0.8827334251661976
hiba,66,AK,17,0.16216216216216217,0.7236199095022624
hiba,66,BKL,14,0.2545454545454545,0.8279616724738676
hiba,66,DF,9,0.16666666666666666,0.6720053386720053
hiba,66,VASC,12,0.5,0.6914141414141415
hiba,66,SCC,24,0.37735849056603776,0.8529874213836479
pad,66,MEL,7,0.6153846153846154,0.9644204851752022
pad,66,NV,9,0.42105263157894735,0.9167722855935784
pad,66,BCC,159,0.6807017543859649,0.7173429064395838
pad,66,AK,49,0.48854961832061067,0.7734053262560628
pad,66,BKL,5,0.3076923076923077,0.852434456928839
pad,66,DF,0,,
pad,66,VASC,0,,
pad,66,SCC,43,0.24096385542168675,0.6128262414948715
hiba,67,MEL,52,0.5360824742268041,0.8464209401709402
hiba,67,NV,70,0.6618705035971223,0.8931457431457432
hiba,67,BCC,77,0.631578947368421,0.8734616169171143
hiba,67,AK,7,0.0625,0.8505747126436781
hiba,67,BKL,10,0.2127659574468085,0.7507751937984497
hiba,67,DF,13,0.25,0.6313725490196078
hiba,67,VASC,8,0.6666666666666666,0.8865384615384616
hiba,67,SCC,31,0.3333333333333333,0.7969239145229345
pad,67,MEL,7,0.2222222222222222,0.9378446115288221
pad,67,NV,18,0.6060606060606061,0.9748580697485807
pad,67,BCC,168,0.6620689655172414,0.7630088325652842
pad,67,AK,60,0.5540540540540541,0.8218390804597702
pad,67,BKL,10,0.4666666666666667,0.947872340425532
pad,67,DF,0,,
pad,67,VASC,0,,
pad,67,SCC,29,0.24324324324324326,0.6676281631047594
hiba,68,MEL,45,0.5617977528089888,0.8530644523527087
hiba,68,NV,126,0.7786885245901639,0.9148412698412698
hiba,68,BCC,75,0.5625,0.8788313413014609
hiba,68,AK,12,0.2702702702702703,0.8601380042462845
hiba,68,BKL,12,0.13793103448275862,0.695859872611465
hiba,68,DF,15,0.34782608695652173,0.7721329046087889
hiba,68,VASC,7,0.8333333333333334,0.8808777429467084
hiba,68,SCC,34,0.22950819672131148,0.7846494762288477
pad,68,MEL,7,0.36363636363636365,0.9567869852567361
pad,68,NV,5,0.36363636363636365,0.9519434628975265
pad,68,BCC,179,0.7080745341614907,0.7757162626210855
pad,68,AK,50,0.49624060150375937,0.8145378151260504
pad,68,BKL,9,0.5454545454545454,0.9012345679012346
pad,68,DF,0,,
pad,68,VASC,0,,
pad,68,SCC,38,0.2857142857142857,0.6381052631578947
hiba,69,MEL,52,0.4819277108433735,0.8261585509291932
hiba,69,NV,189,0.8033707865168539,0.9028125870231133
hiba,69,BCC,71,0.5378151260504201,0.9021858423266874
hiba,69,AK,15,0.2857142857142857,0.8560439560439561
hiba,69,BKL,19,0.2857142857142857,0.8255847953216374
hiba,69,DF,11,0.35294117647058826,0.7327075098814229
hiba,69,VASC,2,0.0,0.9403183023872679
hiba,69,SCC,20,0.36363636363636365,0.8646239554317549
pad,69,MEL,10,0.6666666666666666,0.9065134099616858
pad,69,NV,11,0.64,0.9125874125874126
pad,69,BCC,149,0.6985294117647058,0.7975024755198592
pad,69,AK,51,0.5210084033613446,0.8058823529411765
pad,69,BKL,11,0.5161290322580645,0.9370629370629371
pad,69,DF,0,,
pad,69,VASC,0,,
pad,69,SCC,39,0.275,0.6847922192749778
hiba,70,MEL,53,0.5531914893617021,0.8281967575942013
hiba,70,NV,191,0.8108108108108109,0.8969643824310731
hiba,70,BCC,74,0.5354330708661418,0.9021959459459459
hiba,70,AK,17,0.14285714285714285,0.7359962552660322
hiba,70,BKL,15,0.24096385542168675,0.8469656992084433
hiba,70,DF,10,0.4,0.6596354166666666
hiba,70,VASC,7,0.0,0.6005906238464378
hiba,70,SCC,27,0.28,0.8188515490967807
pad,70,MEL,9,0.5555555555555556,0.961915979583824
pad,70,NV,12,0.5714285714285714,0.9383928571428573
pad,70,BCC,169,0.6973684210526315,0.7434454226199068
pad,70,AK,61,0.5793103448275863,0.8127528209495423
pad,70,BKL,8,0.47619047619047616,0.9388204225352113
pad,70,DF,0,,
pad,70,VASC,0,,
pad,70,SCC,33,0.16,0.584942084942085
hiba,71,MEL,39,0.5063291139240507,0.828335506301608
hiba,71,NV,206,0.8666666666666667,0.9407351643216862
hiba,71,BCC,75,0.5873015873015873,0.9116561844863732
hiba,71,AK,14,0.34146341463414637,0.877497173011685
hiba,71,BKL,18,0.24324324324324326,0.804888888888889
hiba,71,DF,7,0.3333333333333333,0.8356772760917839
hiba,71,VASC,10,0.5714285714285714,0.895822454308094
hiba,71,SCC,24,0.08,0.7366757000903342
pad,71,MEL,9,0.42857142857142855,0.9772629772629772
pad,71,NV,12,0.5454545454545454,0.9798177083333334
pad,71,BCC,159,0.684931506849315,0.744359817667763
pad,71,AK,44,0.5263157894736842,0.830661525974026
pad,71,BKL,9,0.35714285714285715,0.879021879021879
pad,71,DF,0,,
pad,71,VASC,0,,
pad,71,SCC,35,0.2727272727272727,0.7416922133660331
hiba,72,MEL,52,0.5617977528089888,0.8537646099483556
hiba,72,NV,127,0.8163265306122449,0.9258403997577226
hiba,72,BCC,82,0.6197183098591549,0.8955943314373855
hiba,72,AK,13,0.15789473684210525,0.7687529861442906
hiba,72,BKL,17,0.2972972972972973,0.8120606733259341
hiba,72,DF,4,0.2857142857142857,0.8927492447129909
hiba,72,VASC,8,0.6666666666666666,0.8646788990825688
hiba,72,SCC,32,0.2857142857142857,0.816006600660066
pad,72,MEL,12,0.5555555555555556,0.8958333333333334
pad,72,NV,11,0.5714285714285714,0.9733599733599734
pad,72,BCC,174,0.7192429022082019,0.7706635318704285
pad,72,AK,51,0.49206349206349204,0.7849028023226459
pad,72,BKL,8,0.43478260869565216,0.9356884057971013
pad,72,DF,0,,
pad,72,VASC,0,,
pad,72,SCC,28,0.19047619047619047,0.6589704241071429
hiba,73,MEL,38,0.5679012345679012,0.857327141382869
hiba,73,NV,144,0.8788927335640139,0.9438541666666667
hiba,73,BCC,76,0.546875,0.8908582089552239
hiba,73,AK,10,0.17142857142857143,0.890119760479042
hiba,73,BKL,21,0.2647058823529412,0.8071649712516585
hiba,73,DF,10,0.4,0.8377245508982036
hiba,73,VASC,13,0.5555555555555556,0.8103648617243784
hiba,73,SCC,32,0.25925925925925924,0.7927684294871795
pad,73,MEL,6,0.5,0.877104377104377
pad,73,NV,13,0.6086956521739131,0.9718832891246685
pad,73,BCC,179,0.6816720257234726,0.7868985402775275
pad,73,AK,63,0.5798816568047337,0.8617063492063491
pad,73,BKL,10,0.5517241379310345,0.9450511945392491
pad,73,DF,0,,
pad,73,VASC,0,,
pad,73,SCC,32,0.21212121212121213,0.6380304428044281
hiba,74,MEL,58,0.5945945945945946,0.8306565895134624
hiba,74,NV,147,0.7142857142857143,0.8735297074494822
hiba,74,BCC,66,0.5357142857142857,0.8711587708066582
hiba,74,AK,14,0.25,0.8624574829931972
hiba,74,BKL,15,0.1348314606741573,0.6457711442786069
hiba,74,DF,9,0.2,0.8602150537634409
hiba,74,VASC,12,0.8,0.9898915187376726
hiba,74,SCC,29,0.3333333333333333,0.8342464281877753
pad,74,MEL,13,0.35294117647058826,0.9059233449477352
pad,74,NV,12,0.4166666666666667,0.9603587962962963
pad,74,BCC,173,0.6772151898734177,0.7598880342269355
pad,74,AK,63,0.5733333333333334,0.849641685084723
pad,74,BKL,8,0.41379310344827586,0.973458904109589
pad,74,DF,0,,
pad,74,VASC,0,,
pad,74,SCC,31,0.21875,0.7029020266218972
hiba,75,MEL,54,0.5057471264367817,0.8255675029868579
hiba,75,NV,134,0.753968253968254,0.871002132196162
hiba,75,BCC,44,0.5301204819277109,0.8945560253699789
hiba,75,AK,10,0.11764705882352941,0.7202054794520548
hiba,75,BKL,13,0.14084507042253522,0.7330316742081449
hiba,75,DF,10,0.2857142857142857,0.5602739726027397
hiba,75,VASC,9,0.2,0.5915813424345847
hiba,75,SCC,28,0.33962264150943394,0.8370698644421272
pad,75,MEL,11,0.5882352941176471,0.9623140495867768
pad,75,NV,14,0.7333333333333333,0.9913340336134453
pad,75,BCC,155,0.71280276816609,0.797168185176065
pad,75,AK,58,0.5185185185185185,0.7806261343012704
pad,75,BKL,10,0.48,0.8934782608695653
pad,75,DF,0,,
pad,75,VASC,0,,
pad,75,SCC,38,0.2894736842105263,0.6282364176570459
hiba,76,MEL,51,0.45454545454545453,0.8063725490196079
hiba,76,NV,118,0.7841409691629956,0.919857179729846
hiba,76,BCC,75,0.59375,0.8903333333333333
hiba,76,AK,14,0.22857142857142856,0.8232083531086853
hiba,76,BKL,19,0.25,0.8159672830725463
hiba,76,DF,10,0.23529411764705882,0.8563934426229509
hiba,76,VASC,8,0.5454545454545454,0.8892508143322475
hiba,76,SCC,20,0.13636363636363635,0.7684745762711864
pad,76,MEL,8,0.42857142857142855,0.8871268656716419
pad,76,NV,10,0.6666666666666666,0.9327067669172933
pad,76,BCC,155,0.6925795053003534,0.7786990135963743
pad,76,AK,60,0.5571428571428572,0.8181712962962964
pad,76,BKL,8,0.38095238095238093,0.9286380597014925
pad,76,DF,0,,
pad,76,VASC,0,,
pad,76,SCC,35,0.273972602739726,0.6301126259632484
hiba,77,MEL,46,0.46511627906976744,0.7815408085430969
hiba,77,NV,164,0.742671009771987,0.8606689060902586
hiba,77,BCC,64,0.5769230769230769,0.9089419475655431
hiba,77,AK,5,0.18181818181818182,0.8993865030674846
hiba,77,BKL,14,0.175,0.7561964849031095
hiba,77,DF,17,0.21052631578947367,0.7650805545147995
hiba,77,VASC,7,0.6,0.6816578483245149
hiba,77,SCC,14,0.17647058823529413,0.8346101847679135
pad,77,MEL,4,0.2857142857142857,0.9558303886925794
pad,77,NV,16,0.7333333333333333,0.9651752767527675
pad,77,BCC,169,0.7123287671232876,0.8132083040818375
pad,77,AK,54,0.5942028985507246,0.8584485773326974
pad,77,BKL,12,0.4827586206896552,0.949090909090909
pad,77,DF,0,,
pad,77,VASC,0,,
pad,77,SCC,32,0.20512820512820512,0.6866421568627452
hiba,78,MEL,55,0.48936170212765956,0.8360813099943535
hiba,78,NV,188,0.841225626740947,0.9142181695373185
hiba,78,BCC,56,0.5576923076923077,0.9159434801958166
hiba,78,AK,13,0.3333333333333333,0.8909551986475063
hiba,78,BKL,21,0.22784810126582278,0.7631086142322097
hiba,78,DF,9,0.0,0.6083937198067633
hiba,78,VASC,12,0.8571428571428571,0.9942922374429224
hiba,78,SCC,23,0.20833333333333334,0.8167526406288381
pad,78,MEL,11,0.5882352941176471,0.971830985915493
pad,78,NV,5,0.5333333333333333,0.896551724137931
pad,78,BCC,159,0.6879432624113475,0.7823251942286349
pad,78,AK,77,0.6292134831460674,0.8290241868223518
pad,78,BKL,4,0.2857142857142857,0.9699312714776632
pad,78,DF,0,,
pad,78,VASC,0,,
pad,78,SCC,39,0.2597402597402597,0.7135416666666667
hiba,79,MEL,43,0.42857142857142855,0.8352397545640481
hiba,79,NV,164,0.7774086378737541,0.9070613690007868
hiba,79,BCC,68,0.5714285714285714,0.9000834376303712
hiba,79,AK,13,0.32432432432432434,0.8137411549874458
hiba,79,BKL,10,0.16216216216216217,0.7726470588235294
hiba,79,DF,13,0.3333333333333333,0.7153617895457658
hiba,79,VASC,14,0.6,0.7829506802721089
hiba,79,SCC,25,0.3333333333333333,0.8135384615384615
pad,79,MEL,8,0.7142857142857143,0.915
pad,79,NV,11,0.6923076923076923,0.9508689839572192
pad,79,BCC,168,0.6801346801346801,0.7610766045548655
pad,79,AK,53,0.5151515151515151,0.7938474159146842
pad,79,BKL,4,0.47058823529411764,0.985663082437276
pad,79,DF,0,,
pad,79,VASC,0,,
pad,79,SCC,39,0.25,0.6321984026902059
hiba,80,MEL,49,0.49411764705882355,0.8541125541125542
hiba,80,NV,206,0.7642276422764228,0.8917167068859083
hiba,80,BCC,56,0.574468085106383,0.9066231755860239
hiba,80,AK,6,0.1935483870967742,0.9352100089365505
hiba,80,BKL,20,0.19801980198019803,0.7573816155988857
hiba,80,DF,9,0.0,0.551051051051051
hiba,80,VASC,11,0.42857142857142855,0.908102766798419
hiba,80,SCC,22,0.33962264150943394,0.8502673796791443
pad,80,MEL,8,0.42857142857142855,0.8909482758620689
pad,80,NV,9,0.7058823529411765,0.9938485198000769
pad,80,BCC,181,0.6918238993710691,0.7589601926618501
pad,80,AK,54,0.5,0.787302671523983
pad,80,BKL,10,0.41379310344827586,0.9118055555555555
pad,80,DF,0,,
pad,80,VASC,0,,
pad,80,SCC,36,0.1891891891891892,0.6194868532654791
hiba,81,MEL,53,0.5192307692307693,0.812638514525307
hiba,81,NV,182,0.8421052631578947,0.9151896490606168
hiba,81,BCC,54,0.6185567010309279,0.9056970983722576
hiba,81,AK,10,0.17647058823529413,0.8648044692737431
hiba,81,BKL,21,0.32786885245901637,0.7437903115136545
hiba,81,DF,11,0.125,0.6834733893557423
hiba,81,VASC,14,0.5263157894736842,0.7933817594834545
hiba,81,SCC,23,0.22727272727272727,0.8274732199117832
pad,81,MEL,10,0.625,0.921875
pad,81,NV,12,0.64,0.9510489510489512
pad,81,BCC,168,0.7171052631578947,0.7960622710622711
pad,81,AK,63,0.5859872611464968,0.8398514015535291
pad,81,BKL,6,0.5555555555555556,0.9885844748858448
pad,81,DF,0,,
pad,81,VASC,0,,
pad,81,SCC,39,0.18421052631578946,0.6245916245916247
hiba,82,MEL,52,0.42696629213483145,0.7896814006888634
hiba,82,NV,139,0.751937984496124,0.8826264954886921
hiba,82,BCC,58,0.6274509803921569,0.9054356409581469
hiba,82,AK,13,0.27586206896551724,0.8436482084690554
hiba,82,BKL,18,0.2608695652173913,0.7577262693156732
hiba,82,DF,12,0.3157894736842105,0.5854978354978355
hiba,82,VASC,5,0.3333333333333333,0.9104761904761904
hiba,82,SCC,23,0.26666666666666666,0.7831942614551309
pad,82,MEL,10,0.5714285714285714,0.961744966442953
pad,82,NV,12,0.6956521739130435,0.9704391891891891
pad,82,BCC,178,0.6645962732919255,0.7371650821089023
pad,82,AK,57,0.5,0.7996085832110156
pad,82,BKL,8,0.4,0.9408333333333333
pad,82,DF,0,,
pad,82,VASC,0,,
pad,82,SCC,43,0.18421052631578946,0.5919262834576569
hiba,83,MEL,46,0.44155844155844154,0.8280936454849499
hiba,83,NV,115,0.7533632286995515,0.8896881402230822
hiba,83,BCC,62,0.5982905982905983,0.8934426229508197
hiba,83,AK,15,0.25,0.8332187857961054
hiba,83,BKL,17,0.32,0.8302462853653573
hiba,83,DF,13,0.3333333333333333,0.7217117353636124
hiba,83,VASC,7,0.6,0.9722885809842331
hiba,83,SCC,31,0.34615384615384615,0.8236950146627567
pad,83,MEL,9,0.5333333333333333,0.9702000851426139
pad,83,NV,12,0.7272727272727273,0.9431524547803618
pad,83,BCC,151,0.7185185185185186,0.7977628137347654
pad,83,AK,52,0.5303030303030303,0.7885497529992942
pad,83,BKL,9,0.43478260869565216,0.8739889314601959
pad,83,DF,0,,
pad,83,VASC,0,,
pad,83,SCC,37,0.20512820512820512,0.6072381394269807
hiba,84,MEL,42,0.5,0.8596059113300493
hiba,84,NV,144,0.689922480620155,0.8586731678486998
hiba,84,BCC,54,0.6470588235294118,0.9024780175859314
hiba,84,AK,16,0.15,0.6760284810126582
hiba,84,BKL,20,0.25263157894736843,0.7439102564102564
hiba,84,DF,17,0.2857142857142857,0.7404295051353875
hiba,84,VASC,10,0.0,0.6462732919254658
hiba,84,SCC,29,0.3103448275862069,0.7933310572436554
pad,84,MEL,8,0.36363636363636365,0.9593023255813954
pad,84,NV,11,0.6666666666666666,0.9807486631016042
pad,84,BCC,155,0.7402135231316725,0.7999418773612321
pad,84,AK,52,0.5909090909090909,0.8554097771387491
pad,84,BKL,9,0.5185185185185185,0.9252053610030263
pad,84,DF,0,,
pad,84,VASC,0,,
pad,84,SCC,31,0.2807017543859649,0.76238846945779
hiba,85,MEL,59,0.5925925925925926,0.8544094279661018
hiba,85,NV,125,0.7932489451476793,0.9324210526315789
hiba,85,BCC,60,0.5742574257425742,0.8795424836601308
hiba,85,AK,13,0.2631578947368421,0.8188996434029546
hiba,85,BKL,16,0.2647058823529412,0.771948160535117
hiba,85,DF,10,0.13333333333333333,0.719344262295082
hiba,85,VASC,6,0.5,0.8425026968716289
hiba,85,SCC,26,0.32727272727272727,0.8206015437849348
pad,85,MEL,11,0.5,0.9191546460919154
pad,85,NV,11,0.8,0.9751761153975177
pad,85,BCC,163,0.698961937716263,0.7820023715007476
pad,85,AK,57,0.5633802816901409,0.8119298245614035
pad,85,BKL,8,0.6086956521739131,0.9822080291970803
pad,85,DF,0,,
pad,85,VASC,0,,
pad,85,SCC,32,0.24324324324324326,0.6768124999999999
hiba,86,MEL,52,0.4888888888888889,0.8181111341488699
hiba,86,NV,229,0.8473804100227791,0.928577859811822
hiba,86,BCC,66,0.5614035087719298,0.9149477973007385
hiba,86,AK,14,0.24242424242424243,0.8836884387006636
hiba,86,BKL,15,0.13953488372093023,0.7027777777777778
hiba,86,DF,9,0.18181818181818182,0.7273215244229737
hiba,86,VASC,9,0.36363636363636365,0.7885131508319914
hiba,86,SCC,29,0.25806451612903225,0.7926658498162087
pad,86,MEL,8,0.42857142857142855,0.8933270676691729
pad,86,NV,12,0.45454545454545453,0.9112595419847328
pad,86,BCC,157,0.6832740213523132,0.7649300451848222
pad,86,AK,57,0.5,0.7982456140350876
pad,86,BKL,10,0.5517241379310345,0.9075757575757576
pad,86,DF,0,,
pad,86,VASC,0,,
pad,86,SCC,30,0.18181818181818182,0.6116803278688525
hiba,87,MEL,51,0.4819277108433735,0.8742013659396343
hiba,87,NV,109,0.6169154228855721,0.8615951889732671
hiba,87,BCC,65,0.5714285714285714,0.8809364548494982
hiba,87,AK,17,0.0975609756097561,0.6761774477232754
hiba,87,BKL,18,0.2,0.7175925925925926
hiba,87,DF,18,0.17391304347826086,0.6864814814814815
hiba,87,VASC,10,0.6666666666666666,0.7584415584415585
hiba,87,SCC,30,0.3333333333333333,0.8282407407407407
pad,87,MEL,9,0.5,0.9562289562289563
pad,87,NV,14,0.7586206896551724,0.9553226696083839
pad,87,BCC,168,0.740983606557377,0.802749433106576
pad,87,AK,52,0.5271317829457365,0.781848242255482
pad,87,BKL,3,0.14285714285714285,0.9419753086419753
pad,87,DF,0,,
pad,87,VASC,0,,
pad,87,SCC,27,0.07017543859649122,0.6000451671183378
hiba,88,MEL,49,0.5681818181818182,0.8353053283570236
hiba,88,NV,120,0.6991150442477876,0.866442652329749
hiba,88,BCC,57,0.6226415094339622,0.9036144578313253
hiba,88,AK,13,0.18181818181818182,0.8280388553426097
hiba,88,BKL,19,0.2631578947368421,0.7533467815881166
hiba,88,DF,17,0.4166666666666667,0.7850600447791574
hiba,88,VASC,9,0.7142857142857143,0.8286569397680509
hiba,88,SCC,22,0.3111111111111111,0.8140204865556978
pad,88,MEL,9,0.15384615384615385,0.8865331762858265
pad,88,NV,9,0.5882352941176471,0.9316843345111896
pad,88,BCC,167,0.6576271186440678,0.7526467065868264
pad,88,AK,60,0.5128205128205128,0.798096264367816
pad,88,BKL,7,0.3076923076923077,0.9238095238095239
pad,88,DF,0,,
pad,88,VASC,0,,
pad,88,SCC,40,0.18181818181818182,0.5877976190476191
hiba,89,MEL,45,0.5217391304347826,0.8643894778170397
hiba,89,NV,133,0.7213114754098361,0.8838635049161365
hiba,89,BCC,71,0.6178861788617886,0.9070532142269963
hiba,89,AK,7,0.21428571428571427,0.8744993324432577
hiba,89,BKL,24,0.23529411764705882,0.7261513157894737
hiba,89,DF,13,0.3157894736842105,0.68009768009768
hiba,89,VASC,10,0.46153846153846156,0.6918238993710693
hiba,89,SCC,25,0.2692307692307692,0.8477887788778878
pad,89,MEL,9,0.75,0.9632383312680711
pad,89,NV,12,0.5,0.9398496240601503
pad,89,BCC,166,0.7058823529411765,0.8013123924268503
pad,89,AK,51,0.5285714285714286,0.8172238058218881
pad,89,BKL,5,0.3333333333333333,0.8791208791208791
pad,89,DF,0,,
pad,89,VASC,0,,
pad,89,SCC,35,0.2465753424657534,0.657142857142857
hiba,90,MEL,53,0.5544554455445545,0.8606421714664018
hiba,90,NV,152,0.753731343283582,0.9182937181663837
hiba,90,BCC,59,0.5607476635514018,0.8956928497661139
hiba,90,AK,15,0.1951219512195122,0.8476780185758513
hiba,90,BKL,13,0.21428571428571427,0.8582248520710059
hiba,90,DF,11,0.42857142857142855,0.8381984987489575
hiba,90,VASC,9,0.7142857142857143,0.8250591016548464
hiba,90,SCC,26,0.2553191489361702,0.7752712031558185
pad,90,MEL,11,0.375,0.9131016042780749
pad,90,NV,11,0.6086956521739131,0.9822860962566845
pad,90,BCC,148,0.6691176470588235,0.7794294294294295
pad,90,AK,65,0.5714285714285714,0.8273112208892025
pad,90,BKL,12,0.5806451612903226,0.9428044280442804
pad,90,DF,0,,
pad,90,VASC,0,,
pad,90,SCC,36,0.2597402597402597,0.7260458839406208
hiba,91,MEL,53,0.5434782608695652,0.83519199469528
hiba,91,NV,182,0.7323076923076923,0.8681318681318682
hiba,91,BCC,56,0.5607476635514018,0.9127304147465438
hiba,91,AK,12,0.11428571428571428,0.7036252354048965
hiba,91,BKL,17,0.27722772277227725,0.8383617057138042
hiba,91,DF,10,0.26666666666666666,0.5907303370786516
hiba,91,VASC,10,0.46153846153846156,0.7536516853932583
hiba,91,SCC,26,0.22727272727272727,0.8630090497737557
pad,91,MEL,10,0.42857142857142855,0.9216027874564461
pad,91,NV,17,0.7647058823529411,0.9882352941176471
pad,91,BCC,171,0.6973684210526315,0.7832080200501252
pad,91,AK,56,0.5323741007194245,0.8076467101363367
pad,91,BKL,6,0.43478260869565216,0.9375715922107675
pad,91,DF,0,,
pad,91,VASC,0,,
pad,91,SCC,37,0.25,0.6314968814968814
hiba,92,MEL,48,0.5882352941176471,0.8833575581395349
hiba,92,NV,205,0.7925531914893617,0.9031694274161992
hiba,92,BCC,67,0.543859649122807,0.9064982778415615
hiba,92,AK,13,0.358974358974359,0.8335701238075908
hiba,92,BKL,21,0.2222222222222222,0.7592093441150045
hiba,92,DF,7,0.36363636363636365,0.7320964749536177
hiba,92,VASC,5,0.5714285714285714,0.6459948320413437
hiba,92,SCC,26,0.33962264150943394,0.8960697772173183
pad,92,MEL,7,0.3076923076923077,0.8837772397094431
pad,92,NV,14,0.75,0.9828869047619048
pad,92,BCC,164,0.7284768211920529,0.8023815835984447
pad,92,AK,70,0.6405228758169934,0.840301724137931
pad,92,BKL,9,0.46153846153846156,0.9677664012135002
pad,92,DF,0,,
pad,92,VASC,0,,
pad,92,SCC,38,0.28205128205128205,0.666267942583732
hiba,93,MEL,46,0.5526315789473685,0.8590365096197545
hiba,93,NV,158,0.7534246575342466,0.8800723327305605
hiba,93,BCC,67,0.6260869565217392,0.9143193805409044
hiba,93,AK,6,0.07407407407407407,0.8572884811416921
hiba,93,BKL,14,0.2222222222222222,0.7975817286162113
hiba,93,DF,10,0.16666666666666666,0.7334365325077399
hiba,93,VASC,6,0.5,0.9622833843017329
hiba,93,SCC,26,0.2545454545454545,0.7910298170884491
pad,93,MEL,15,0.36363636363636365,0.9046913580246914
pad,93,NV,16,0.6875,0.9493494423791822
pad,93,BCC,164,0.7010309278350515,0.7841413021568231
pad,93,AK,45,0.4881889763779528,0.832824074074074
pad,93,BKL,10,0.6153846153846154,0.9534545454545454
pad,93,DF,0,,
pad,93,VASC,0,,
pad,93,SCC,35,0.1388888888888889,0.644
hiba,94,MEL,50,0.5783132530120482,0.8385714285714285
hiba,94,NV,125,0.6636771300448431,0.8625759162303666
hiba,94,BCC,59,0.5740740740740741,0.8576798786519819
hiba,94,AK,10,0.14285714285714285,0.8418300653594771
hiba,94,BKL,21,0.20408163265306123,0.7412429378531074
hiba,94,DF,12,0.25,0.6658442982456141
hiba,94,VASC,12,0.6666666666666666,0.9210526315789472
hiba,94,SCC,27,0.20689655172413793,0.7679097782904012
pad,94,MEL,12,0.3333333333333333,0.8998127340823969
pad,94,NV,11,0.5,0.9155359565807327
pad,94,BCC,147,0.6566037735849056,0.7573953823953824
pad,94,AK,62,0.5753424657534246,0.8086442693622714
pad,94,BKL,7,0.25806451612903225,0.8461134453781513
pad,94,DF,0,,
pad,94,VASC,0,,
pad,94,SCC,40,0.20512820512820512,0.5865062761506277
hiba,95,MEL,50,0.5977011494252874,0.8674688796680499
hiba,95,NV,98,0.6737967914438503,0.8719467061435974
hiba,95,BCC,61,0.6017699115044248,0.8732715609408411
hiba,95,AK,11,0.16216216216216217,0.6571428571428571
hiba,95,BKL,17,0.2631578947368421,0.75762129669386
hiba,95,DF,15,0.3157894736842105,0.6804347826086957
hiba,95,VASC,7,0.25,0.5920523138832998
hiba,95,SCC,32,0.2909090909090909,0.7868001930501931
pad,95,MEL,8,0.4,0.9527027027027026
pad,95,NV,12,0.64,0.9797385620915033
pad,95,BCC,158,0.6813186813186813,0.7907618162815003
pad,95,AK,55,0.5547445255474452,0.8493567753001716
pad,95,BKL,2,0.0,0.930188679245283
pad,95,DF,0,,
pad,95,VASC,0,,
pad,95,SCC,32,0.16901408450704225,0.6328457446808511
hiba,96,MEL,46,0.49382716049382713,0.8647993311036789
hiba,96,NV,115,0.6875,0.8591395401775552
hiba,96,BCC,65,0.576271186440678,0.8697095435684647
hiba,96,AK,17,0.23255813953488372,0.7539181762670466
hiba,96,BKL,9,0.16666666666666666,0.7369996258885148
hiba,96,DF,12,0.2857142857142857,0.7437641723356009
hiba,96,VASC,17,0.64,0.7911662935070222
hiba,96,SCC,25,0.2127659574468085,0.7614234875444839
pad,96,MEL,7,0.6153846153846154,0.9805873568939771
pad,96,NV,17,0.7428571428571429,0.9760033977489913
pad,96,BCC,163,0.7054794520547946,0.7973352690488457
pad,96,AK,60,0.6,0.8341168091168092
pad,96,BKL,6,0.32,0.9519675925925926
pad,96,DF,0,,
pad,96,VASC,0,,
pad,96,SCC,41,0.1917808219178082,0.6610912947074135
hiba,97,MEL,48,0.5287356321839081,0.8346661054994388
hiba,97,NV,150,0.8282828282828283,0.921128205128205
hiba,97,BCC,59,0.5535714285714286,0.8666587649638497
hiba,97,AK,12,0.17142857142857143,0.8646146146146145
hiba,97,BKL,17,0.3103448275862069,0.7751076040172167
hiba,97,DF,20,0.2222222222222222,0.6992307692307693
hiba,97,VASC,11,0.625,0.8884050081654872
hiba,97,SCC,28,0.3103448275862069,0.8412573231185219
pad,97,MEL,11,0.5263157894736842,0.978401031592521
pad,97,NV,6,0.42857142857142855,0.908246225319396
pad,97,BCC,177,0.6838709677419355,0.7565263978180401
pad,97,AK,56,0.5135135135135135,0.7773508137432188
pad,97,BKL,6,0.3,0.8362369337979094
pad,97,DF,0,,
pad,97,VASC,0,,
pad,97,SCC,37,0.18666666666666668,0.6299619932432432
hiba,98,MEL,48,0.6153846153846154,0.8404800431499461
hiba,98,NV,180,0.8507042253521127,0.9146892655367233
hiba,98,BCC,63,0.5384615384615384,0.8848396501457726
hiba,98,AK,15,0.2777777777777778,0.9136452241715399
hiba,98,BKL,10,0.11538461538461539,0.7374639769452449
hiba,98,DF,10,0.15384615384615385,0.5273775216138329
hiba,98,VASC,9,0.5,0.6590038314176245
hiba,98,SCC,22,0.35294117647058826,0.851696065128901
pad,98,MEL,14,0.47619047619047616,0.9571428571428571
pad,98,NV,13,0.5185185185185185,0.9677245831091985
pad,98,BCC,182,0.7048192771084337,0.7537569268338499
pad,98,AK,49,0.5396825396825397,0.8099591836734694
pad,98,BKL,3,0.21052631578947367,0.9515765765765766
pad,98,DF,0,,
pad,98,VASC,0,,
pad,98,SCC,38,0.136986301369863,0.6321334946561807
hiba,99,MEL,52,0.47191011235955055,0.8672368707779473
